acumulado,acumulado_anterior,acumulado_2018,acumulado_2019,acumulado_2020,color_cambio_acumulado_2019_2020,cambio_acumulado_2019_2020,cambio_acumulado_vs_acumulado_anterior,cambio_mes_tot_vs_diciembre_tot,cambio_mes_tot_vs_mes_year_anterior_tot,cambio_mes_vs_mes_anterior,cambio_prom_cambio_anual,cambio_promedio_year_actual,cambio_promedio_year_anterior,color_cambio_acumulado_vs_acumulado_anterior,color_cambio_mes_tot_vs_diciembre_tot,color_cambio_mes_tot_vs_mes_year_anterior_tot,color_cambio_mes_vs_mes_ant,color_cambio_prom_cambio_anual,color_cambio_promedio_year_actual,color_cambio_promedio_year_anterior,diciembre_tot,id_delito_general,cve_delito,mes,mes_anterior_tot,mes_tot,mes_year_anterior_tot,year,geo_alcaldia,nomgeo
260.0,353.0,270.0,204.0,58.0,1.0,-71.56862745098039,-26.345609065155806,-14.285714285714285,-60.86956521739131,5.88235294117647,-85.23717390437875,0.0037150349650349745,0.025164795283586505,2.0,2.0,1.0,6.0,2.0,4.0,4.0,21.0,13,Robo a negocio con violencia,10,17.0,18.0,46.0,2019,09014,Benito Juárez
56.0,40.0,28.0,40.0,16.0,2.0,-60.0,40.0,0.0,16.666666666666664,250.0,-164.2962962962963,-0.25833333333333336,0.40178571428571425,6.0,0.0,6.0,5.0,2.0,2.0,6.0,7.0,15,Robo a cuentahabiente,10,2.0,7.0,6.0,2019,09014,Benito Juárez
1.0,1.0,0.0,1.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,100.0,-1.0,-0.5,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,16,Robo a transportista,10,0.0,0.0,0.0,2019,09014,Benito Juárez
287.0,230.0,163.0,225.0,114.0,2.0,-49.333333333333336,24.782608695652176,-5.0,-26.923076923076923,-17.391304347826086,93.59699498829724,0.08371765925645236,0.04324326380247432,4.0,3.0,3.0,2.0,6.0,6.0,4.0,20.0,17,Robo a conductor/pasajero de vehículo,10,23.0,19.0,26.0,2019,09014,Benito Juárez
2683.0,3476.0,2616.0,1983.0,1190.0,2.0,-39.989914271306105,-22.813578826237055,-27.56183745583039,-48.87780548628429,-3.30188679245283,-9.29066703085356,-0.02646487953723693,-0.02917547585344785,2.0,2.0,2.0,3.0,3.0,3.0,2.0,283.0,19,Total delitos alto impacto,10,212.0,205.0,401.0,2019,09014,Benito Juárez
404.0,297.0,212.0,335.0,72.0,1.0,-78.50746268656717,36.02693602693603,-50.0,-62.22222222222222,-5.555555555555555,-3201.9798795544416,0.8953468508615567,-0.028863722062251466,6.0,1.0,1.0,2.0,1.0,5.0,2.0,34.0,2,Robo a pasajero a bordo del Metro,10,18.0,17.0,45.0,2019,09014,Benito Juárez
1084.0,1330.0,997.0,807.0,294.0,1.0,-63.56877323420075,-18.49624060150376,-33.91304347826087,-38.21138211382114,-11.627906976744185,-40.04479691874114,-0.02169191631874979,-0.03618020656080535,2.0,2.0,2.0,2.0,2.0,3.0,2.0,115.0,20,Total delitos bajo impacto,10,86.0,76.0,123.0,2019,09014,Benito Juárez
18.0,12.0,7.0,15.0,6.0,2.0,-60.0,50.0,-50.0,0.0,100.0,-1016.6666666666666,-0.4583333333333333,0.05,6.0,1.0,0.0,6.0,1.0,1.0,4.0,2.0,3,Robo a pasajero a bordo de microbús,10,0.0,1.0,1.0,2019,09014,Benito Juárez
39.0,29.0,21.0,31.0,17.0,2.0,-45.16129032258064,34.48275862068966,400.0,-20.0,0.0,-418.84057971014494,-0.36666666666666664,0.11499999999999999,4.0,5.0,3.0,0.0,1.0,1.0,6.0,0.0,4,Robo a casa habitación con violencia,10,4.0,4.0,5.0,2019,09014,Benito Juárez
26.0,9.0,7.0,20.0,9.0,2.0,-55.00000000000001,188.88888888888889,100.0,200.0,-33.33333333333333,-136.26373626373626,-0.21428571428571427,0.5909090909090909,5.0,6.0,5.0,1.0,2.0,2.0,6.0,1.0,5,Robo a pasajero a bordo de taxi,10,3.0,2.0,0.0,2019,09014,Benito Juárez
258.0,339.0,273.0,194.0,29.0,1.0,-85.05154639175258,-23.893805309734514,-42.857142857142854,-56.75675675675676,-20.0,-4209.593601290842,-0.29282051282051286,0.007125291238737975,2.0,1.0,2.0,2.0,1.0,2.0,4.0,28.0,6,Robo a bordo de Metrobús,10,20.0,16.0,37.0,2019,09014,Benito Juárez
539.0,761.0,561.0,388.0,151.0,2.0,-61.08247422680413,-29.172141918528254,-38.80597014925373,-31.666666666666664,-4.651162790697675,-338.304752356464,0.12842121114179939,-0.05388948809115764,2.0,2.0,2.0,3.0,2.0,6.0,1.0,67.0,7,Robo a casa habitación sin violencia,10,43.0,41.0,60.0,2019,09014,Benito Juárez
696.0,791.0,596.0,504.0,371.0,2.0,-26.38888888888889,-12.010113780025284,-19.230769230769234,-27.586206896551722,23.52941176470588,-187.34041032976705,0.03842684179855233,-0.04399663529569636,3.0,2.0,2.0,6.0,2.0,4.0,1.0,78.0,8,Robo de vehículo sin violencia,10,51.0,63.0,87.0,2019,09014,Benito Juárez
183.0,268.0,214.0,137.0,134.0,3.0,-2.18978102189781,-31.716417910447763,-25.0,-61.29032258064516,-33.33333333333333,-6611.055930184999,0.07415746560315142,-0.001138946837476243,1.0,2.0,1.0,1.0,1.0,4.0,3.0,16.0,9,Robo de vehículo con violencia,10,18.0,12.0,31.0,2019,09014,Benito Juárez
20.0,23.0,14.0,13.0,17.0,5.0,30.76923076923077,-13.043478260869565,100.0,0.0,100.0,-164.16666666666663,-0.07777777777777778,0.12121212121212123,3.0,6.0,0.0,6.0,2.0,2.0,6.0,1.0,1,Homicidio doloso,11,1.0,2.0,2.0,2019,09014,Benito Juárez
32.0,79.0,52.0,18.0,19.0,4.0,5.555555555555555,-59.49367088607595,200.0,50.0,100.0,-411.66666666666674,-0.5666666666666667,0.1818181818181818,1.0,6.0,6.0,6.0,2.0,1.0,6.0,2.0,10,Lesiones dolosas por disparo de arma de fuego,11,3.0,6.0,4.0,2019,09014,Benito Juárez
862.0,1673.0,1149.0,555.0,393.0,2.0,-29.18918918918919,-48.47579199043634,-40.18691588785047,-61.44578313253012,3.225806451612903,70.14788858432159,-0.03810825794415851,-0.02239713831375162,1.0,2.0,1.0,6.0,6.0,2.0,2.0,107.0,11,Robo a transeúnte en vía pública,11,62.0,64.0,166.0,2019,09014,Benito Juárez
123.0,49.0,24.0,76.0,45.0,2.0,-40.78947368421053,151.0204081632653,18.181818181818183,62.5,30.0,-37.91038141005652,0.1427579365079365,0.22992239242239235,6.0,4.0,6.0,6.0,3.0,6.0,6.0,11.0,12,Robo a repartidor,11,10.0,13.0,8.0,2019,09014,Benito Juárez
277.0,383.0,270.0,204.0,58.0,1.0,-71.56862745098039,-27.676240208877285,-19.047619047619047,-43.333333333333336,-5.555555555555555,-85.23717390437875,0.0037150349650349745,0.025164795283586505,2.0,3.0,2.0,2.0,2.0,4.0,4.0,21.0,13,Robo a negocio con violencia,11,18.0,17.0,30.0,2019,09014,Benito Juárez
59.0,48.0,28.0,40.0,16.0,2.0,-60.0,22.916666666666664,-57.14285714285714,-62.5,-57.14285714285714,-164.2962962962963,-0.25833333333333336,0.40178571428571425,4.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,15,Robo a cuentahabiente,11,7.0,3.0,8.0,2019,09014,Benito Juárez
2.0,2.0,0.0,1.0,0.0,1.0,-100.0,0.0,100.0,0.0,100.0,100.0,-1.0,-0.5,0.0,6.0,0.0,6.0,5.0,1.0,1.0,0.0,16,Robo a transportista,11,0.0,1.0,1.0,2019,09014,Benito Juárez
313.0,249.0,163.0,225.0,114.0,2.0,-49.333333333333336,25.702811244979916,30.0,36.84210526315789,36.84210526315789,93.59699498829724,0.08371765925645236,0.04324326380247432,6.0,4.0,6.0,6.0,6.0,6.0,4.0,20.0,17,Robo a conductor/pasajero de vehículo,11,19.0,26.0,19.0,2019,09014,Benito Juárez
2885.0,3865.0,2616.0,1983.0,1190.0,2.0,-39.989914271306105,-25.35575679172057,-28.621908127208478,-48.0719794344473,-1.4634146341463417,-9.29066703085356,-0.02646487953723693,-0.02917547585344785,2.0,2.0,2.0,3.0,3.0,3.0,2.0,283.0,19,Total delitos alto impacto,11,205.0,202.0,389.0,2019,09014,Benito Juárez
421.0,352.0,212.0,335.0,72.0,1.0,-78.50746268656717,19.602272727272727,-50.0,-69.0909090909091,0.0,-3201.9798795544416,0.8953468508615567,-0.028863722062251466,4.0,1.0,1.0,0.0,1.0,5.0,2.0,34.0,2,Robo a pasajero a bordo del Metro,11,17.0,17.0,55.0,2019,09014,Benito Juárez
1168.0,1441.0,997.0,807.0,294.0,1.0,-63.56877323420075,-18.945176960444137,-26.956521739130434,-24.324324324324326,10.526315789473683,-40.04479691874114,-0.02169191631874979,-0.03618020656080535,2.0,2.0,3.0,6.0,2.0,3.0,2.0,115.0,20,Total delitos bajo impacto,11,76.0,84.0,111.0,2019,09014,Benito Juárez
19.0,13.0,7.0,15.0,6.0,2.0,-60.0,46.15384615384615,-50.0,0.0,0.0,-1016.6666666666666,-0.4583333333333333,0.05,6.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,3,Robo a pasajero a bordo de microbús,11,1.0,1.0,1.0,2019,09014,Benito Juárez
39.0,31.0,21.0,31.0,17.0,2.0,-45.16129032258064,25.806451612903224,0.0,-100.0,-100.0,-418.84057971014494,-0.36666666666666664,0.11499999999999999,6.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,4,Robo a casa habitación con violencia,11,4.0,0.0,2.0,2019,09014,Benito Juárez
30.0,10.0,7.0,20.0,9.0,2.0,-55.00000000000001,200.0,300.0,300.0,100.0,-136.26373626373626,-0.21428571428571427,0.5909090909090909,5.0,5.0,5.0,6.0,2.0,2.0,6.0,1.0,5,Robo a pasajero a bordo de taxi,11,2.0,4.0,1.0,2019,09014,Benito Juárez
274.0,368.0,273.0,194.0,29.0,1.0,-85.05154639175258,-25.543478260869566,-42.857142857142854,-44.827586206896555,0.0,-4209.593601290842,-0.29282051282051286,0.007125291238737975,2.0,1.0,2.0,0.0,1.0,2.0,4.0,28.0,6,Robo a bordo de Metrobús,11,16.0,16.0,29.0,2019,09014,Benito Juárez
581.0,824.0,561.0,388.0,151.0,2.0,-61.08247422680413,-29.49029126213592,-37.3134328358209,-33.33333333333333,2.4390243902439024,-338.304752356464,0.12842121114179939,-0.05388948809115764,2.0,2.0,2.0,6.0,2.0,6.0,1.0,67.0,7,Robo a casa habitación sin violencia,11,41.0,42.0,63.0,2019,09014,Benito Juárez
753.0,868.0,596.0,504.0,371.0,2.0,-26.38888888888889,-13.248847926267281,-26.923076923076923,-25.97402597402597,-9.523809523809524,-187.34041032976705,0.03842684179855233,-0.04399663529569636,2.0,2.0,3.0,2.0,2.0,4.0,1.0,78.0,8,Robo de vehículo sin violencia,11,63.0,57.0,77.0,2019,09014,Benito Juárez
195.0,298.0,214.0,137.0,134.0,3.0,-2.18978102189781,-34.56375838926174,-25.0,-60.0,0.0,-6611.055930184999,0.07415746560315142,-0.001138946837476243,1.0,3.0,2.0,0.0,1.0,4.0,3.0,16.0,9,Robo de vehículo con violencia,11,12.0,12.0,30.0,2019,09014,Benito Juárez
1.0,3.0,14.0,13.0,17.0,6.0,30.76923076923077,-66.66666666666666,0.0,-66.66666666666666,-50.0,-164.16666666666663,-0.07777777777777778,0.12121212121212123,2.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,1,Homicidio doloso,12,2.0,1.0,3.0,2018,09014,Benito Juárez
22.0,,14.0,13.0,17.0,6.0,30.76923076923077,,100.0,100.0,0.0,-164.16666666666663,-0.07777777777777778,0.12121212121212123,0.0,6.0,6.0,0.0,2.0,2.0,6.0,1.0,1,Homicidio doloso,12,2.0,2.0,1.0,2019,09014,Benito Juárez
2.0,11.0,52.0,18.0,19.0,4.0,5.555555555555555,-81.81818181818183,0.0,-81.81818181818183,-50.0,-411.66666666666674,-0.5666666666666667,0.1818181818181818,2.0,0.0,1.0,1.0,2.0,1.0,6.0,2.0,10,Lesiones dolosas por disparo de arma de fuego,12,4.0,2.0,11.0,2018,09014,Benito Juárez
36.0,,52.0,18.0,19.0,4.0,5.555555555555555,,100.0,100.0,-33.33333333333333,-411.66666666666674,-0.5666666666666667,0.1818181818181818,0.0,6.0,6.0,2.0,2.0,1.0,6.0,2.0,10,Lesiones dolosas por disparo de arma de fuego,12,6.0,4.0,2.0,2019,09014,Benito Juárez
107.0,70.0,1149.0,555.0,393.0,2.0,-29.18918918918919,52.85714285714286,0.0,52.85714285714286,-35.54216867469879,70.14788858432159,-0.03810825794415851,-0.02239713831375162,6.0,0.0,4.0,2.0,4.0,2.0,2.0,107.0,11,Robo a transeúnte en vía pública,12,166.0,107.0,70.0,2018,09014,Benito Juárez
935.0,,1149.0,555.0,393.0,2.0,-29.18918918918919,,-31.775700934579437,-31.775700934579437,14.0625,70.14788858432159,-0.03810825794415851,-0.02239713831375162,0.0,2.0,2.0,6.0,4.0,2.0,2.0,107.0,11,Robo a transeúnte en vía pública,12,64.0,73.0,107.0,2019,09014,Benito Juárez
11.0,7.0,24.0,76.0,45.0,2.0,-40.78947368421053,57.14285714285714,0.0,57.14285714285714,37.5,-37.91038141005652,0.1427579365079365,0.22992239242239235,6.0,0.0,6.0,6.0,3.0,6.0,6.0,11.0,12,Robo a repartidor,12,8.0,11.0,7.0,2018,09014,Benito Juárez
130.0,,24.0,76.0,45.0,2.0,-40.78947368421053,,-36.36363636363637,-36.36363636363637,-46.15384615384615,-37.91038141005652,0.1427579365079365,0.22992239242239235,0.0,2.0,2.0,1.0,3.0,6.0,6.0,11.0,12,Robo a repartidor,12,13.0,7.0,11.0,2019,09014,Benito Juárez
21.0,15.0,270.0,204.0,58.0,1.0,-71.56862745098039,40.0,0.0,40.0,-30.0,-85.23717390437875,0.0037150349650349745,0.025164795283586505,4.0,0.0,4.0,2.0,2.0,4.0,4.0,21.0,13,Robo a negocio con violencia,12,30.0,21.0,15.0,2018,09014,Benito Juárez
292.0,,270.0,204.0,58.0,1.0,-71.56862745098039,,-28.57142857142857,-28.57142857142857,-11.76470588235294,-85.23717390437875,0.0037150349650349745,0.025164795283586505,0.0,3.0,2.0,3.0,2.0,4.0,4.0,21.0,13,Robo a negocio con violencia,12,17.0,15.0,21.0,2019,09014,Benito Juárez
7.0,2.0,28.0,40.0,16.0,2.0,-60.0,250.0,0.0,250.0,-12.5,-164.2962962962963,-0.25833333333333336,0.40178571428571425,6.0,0.0,6.0,2.0,2.0,2.0,6.0,7.0,15,Robo a cuentahabiente,12,8.0,7.0,2.0,2018,09014,Benito Juárez
62.0,,28.0,40.0,16.0,2.0,-60.0,,-57.14285714285714,-57.14285714285714,0.0,-164.2962962962963,-0.25833333333333336,0.40178571428571425,0.0,1.0,1.0,0.0,2.0,2.0,6.0,7.0,15,Robo a cuentahabiente,12,3.0,3.0,7.0,2019,09014,Benito Juárez
0.0,1.0,0.0,1.0,0.0,1.0,-100.0,-100.0,0.0,-100.0,-100.0,100.0,-1.0,-0.5,1.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,16,Robo a transportista,12,1.0,0.0,1.0,2018,09014,Benito Juárez
3.0,,0.0,1.0,0.0,1.0,-100.0,,100.0,100.0,0.0,100.0,-1.0,-0.5,0.0,6.0,6.0,0.0,6.0,1.0,1.0,0.0,16,Robo a transportista,12,1.0,1.0,0.0,2019,09014,Benito Juárez
20.0,19.0,163.0,225.0,114.0,2.0,-49.333333333333336,5.263157894736842,0.0,5.263157894736842,5.263157894736842,93.59699498829724,0.08371765925645236,0.04324326380247432,4.0,0.0,4.0,6.0,6.0,6.0,4.0,20.0,17,Robo a conductor/pasajero de vehículo,12,19.0,20.0,19.0,2018,09014,Benito Juárez
328.0,,163.0,225.0,114.0,2.0,-49.333333333333336,,-25.0,-25.0,-42.30769230769231,93.59699498829724,0.08371765925645236,0.04324326380247432,0.0,3.0,3.0,1.0,6.0,6.0,4.0,20.0,17,Robo a conductor/pasajero de vehículo,12,26.0,15.0,20.0,2019,09014,Benito Juárez
283.0,185.0,2616.0,1983.0,1190.0,2.0,-39.989914271306105,52.972972972972975,0.0,52.972972972972975,-27.249357326478147,-9.29066703085356,-0.02646487953723693,-0.02917547585344785,6.0,0.0,6.0,2.0,3.0,3.0,2.0,283.0,19,Total delitos alto impacto,12,389.0,283.0,185.0,2018,09014,Benito Juárez
3074.0,,2616.0,1983.0,1190.0,2.0,-39.989914271306105,,-33.215547703180206,-33.215547703180206,-6.435643564356436,-9.29066703085356,-0.02646487953723693,-0.02917547585344785,0.0,2.0,2.0,3.0,3.0,3.0,2.0,283.0,19,Total delitos alto impacto,12,202.0,189.0,283.0,2019,09014,Benito Juárez
34.0,6.0,212.0,335.0,72.0,1.0,-78.50746268656717,466.6666666666667,0.0,466.6666666666667,-38.18181818181819,-3201.9798795544416,0.8953468508615567,-0.028863722062251466,5.0,0.0,6.0,2.0,1.0,5.0,2.0,34.0,2,Robo a pasajero a bordo del Metro,12,55.0,34.0,6.0,2018,09014,Benito Juárez
436.0,,212.0,335.0,72.0,1.0,-78.50746268656717,,-55.88235294117647,-55.88235294117647,-11.76470588235294,-3201.9798795544416,0.8953468508615567,-0.028863722062251466,0.0,1.0,1.0,3.0,1.0,5.0,2.0,34.0,2,Robo a pasajero a bordo del Metro,12,17.0,15.0,34.0,2019,09014,Benito Juárez
115.0,97.0,997.0,807.0,294.0,1.0,-63.56877323420075,18.556701030927837,0.0,18.556701030927837,3.6036036036036037,-40.04479691874114,-0.02169191631874979,-0.03618020656080535,4.0,0.0,4.0,6.0,2.0,3.0,2.0,115.0,20,Total delitos bajo impacto,12,111.0,115.0,97.0,2018,09014,Benito Juárez
1229.0,,997.0,807.0,294.0,1.0,-63.56877323420075,,-46.95652173913044,-46.95652173913044,-27.380952380952383,-40.04479691874114,-0.02169191631874979,-0.03618020656080535,0.0,2.0,2.0,2.0,2.0,3.0,2.0,115.0,20,Total delitos bajo impacto,12,84.0,61.0,115.0,2019,09014,Benito Juárez
2.0,4.0,7.0,15.0,6.0,2.0,-60.0,-50.0,0.0,-50.0,100.0,-1016.6666666666666,-0.4583333333333333,0.05,2.0,0.0,2.0,6.0,1.0,1.0,4.0,2.0,3,Robo a pasajero a bordo de microbús,12,1.0,2.0,4.0,2018,09014,Benito Juárez
22.0,,7.0,15.0,6.0,2.0,-60.0,,50.0,50.0,200.0,-1016.6666666666666,-0.4583333333333333,0.05,0.0,6.0,4.0,5.0,1.0,1.0,4.0,2.0,3,Robo a pasajero a bordo de microbús,12,1.0,3.0,2.0,2019,09014,Benito Juárez
0.0,3.0,21.0,31.0,17.0,2.0,-45.16129032258064,-100.0,0.0,-100.0,-100.0,-418.84057971014494,-0.36666666666666664,0.11499999999999999,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,4,Robo a casa habitación con violencia,12,2.0,0.0,3.0,2018,09014,Benito Juárez
44.0,,21.0,31.0,17.0,2.0,-45.16129032258064,,500.0,500.0,500.0,-418.84057971014494,-0.36666666666666664,0.11499999999999999,0.0,5.0,5.0,5.0,1.0,1.0,6.0,0.0,4,Robo a casa habitación con violencia,12,0.0,5.0,0.0,2019,09014,Benito Juárez
1.0,2.0,7.0,20.0,9.0,2.0,-55.00000000000001,-50.0,0.0,-50.0,0.0,-136.26373626373626,-0.21428571428571427,0.5909090909090909,2.0,0.0,2.0,0.0,2.0,2.0,6.0,1.0,5,Robo a pasajero a bordo de taxi,12,1.0,1.0,2.0,2018,09014,Benito Juárez
34.0,,7.0,20.0,9.0,2.0,-55.00000000000001,,300.0,300.0,0.0,-136.26373626373626,-0.21428571428571427,0.5909090909090909,0.0,5.0,6.0,0.0,2.0,2.0,6.0,1.0,5,Robo a pasajero a bordo de taxi,12,4.0,4.0,1.0,2019,09014,Benito Juárez
28.0,3.0,273.0,194.0,29.0,1.0,-85.05154639175258,833.3333333333334,0.0,833.3333333333334,-3.4482758620689653,-4209.593601290842,-0.29282051282051286,0.007125291238737975,5.0,0.0,5.0,3.0,1.0,2.0,4.0,28.0,6,Robo a bordo de Metrobús,12,29.0,28.0,3.0,2018,09014,Benito Juárez
287.0,,273.0,194.0,29.0,1.0,-85.05154639175258,,-53.57142857142857,-53.57142857142857,-18.75,-4209.593601290842,-0.29282051282051286,0.007125291238737975,0.0,1.0,2.0,2.0,1.0,2.0,4.0,28.0,6,Robo a bordo de Metrobús,12,16.0,13.0,28.0,2019,09014,Benito Juárez
67.0,75.0,561.0,388.0,151.0,2.0,-61.08247422680413,-10.666666666666668,0.0,-10.666666666666668,6.349206349206349,-338.304752356464,0.12842121114179939,-0.05388948809115764,3.0,0.0,3.0,6.0,2.0,6.0,1.0,67.0,7,Robo a casa habitación sin violencia,12,63.0,67.0,75.0,2018,09014,Benito Juárez
614.0,,561.0,388.0,151.0,2.0,-61.08247422680413,,-50.74626865671642,-50.74626865671642,-21.428571428571427,-338.304752356464,0.12842121114179939,-0.05388948809115764,0.0,1.0,2.0,2.0,2.0,6.0,1.0,67.0,7,Robo a casa habitación sin violencia,12,42.0,33.0,67.0,2019,09014,Benito Juárez
78.0,49.0,596.0,504.0,371.0,2.0,-26.38888888888889,59.183673469387756,0.0,59.183673469387756,1.2987012987012987,-187.34041032976705,0.03842684179855233,-0.04399663529569636,6.0,0.0,6.0,6.0,2.0,4.0,1.0,78.0,8,Robo de vehículo sin violencia,12,77.0,78.0,49.0,2018,09014,Benito Juárez
792.0,,596.0,504.0,371.0,2.0,-26.38888888888889,,-50.0,-50.0,-31.57894736842105,-187.34041032976705,0.03842684179855233,-0.04399663529569636,0.0,2.0,2.0,2.0,2.0,4.0,1.0,78.0,8,Robo de vehículo sin violencia,12,57.0,39.0,78.0,2019,09014,Benito Juárez
16.0,11.0,214.0,137.0,134.0,3.0,-2.18978102189781,45.45454545454545,0.0,45.45454545454545,-46.666666666666664,-6611.055930184999,0.07415746560315142,-0.001138946837476243,4.0,0.0,4.0,1.0,1.0,4.0,3.0,16.0,9,Robo de vehículo con violencia,12,30.0,16.0,11.0,2018,09014,Benito Juárez
204.0,,214.0,137.0,134.0,3.0,-2.18978102189781,,-43.75,-43.75,-25.0,-6611.055930184999,0.07415746560315142,-0.001138946837476243,0.0,2.0,2.0,2.0,1.0,4.0,3.0,16.0,9,Robo de vehículo con violencia,12,12.0,9.0,16.0,2019,09014,Benito Juárez
6.0,4.0,16.0,20.0,12.0,2.0,-40.0,50.0,-50.0,0.0,-50.0,133.33333333333331,-0.35,-0.15,6.0,1.0,0.0,2.0,6.0,2.0,2.0,4.0,1,Homicidio doloso,1,4.0,2.0,2.0,2019,09008,La Magdalena Contreras
34.0,,16.0,20.0,12.0,2.0,-40.0,,0.0,100.0,400.0,133.33333333333331,-0.35,-0.15,0.0,0.0,6.0,5.0,6.0,2.0,2.0,4.0,1,Homicidio doloso,1,0.0,4.0,2.0,2020,09008,La Magdalena Contreras
1.0,2.0,14.0,11.0,10.0,2.0,-9.090909090909092,-50.0,100.0,0.0,100.0,-187.50000000000003,0.08333333333333333,-0.09523809523809522,2.0,6.0,0.0,6.0,1.0,6.0,2.0,0.0,10,Lesiones dolosas por disparo de arma de fuego,1,0.0,1.0,1.0,2019,09008,La Magdalena Contreras
13.0,,14.0,11.0,10.0,2.0,-9.090909090909092,,0.0,-100.0,-100.0,-187.50000000000003,0.08333333333333333,-0.09523809523809522,0.0,0.0,1.0,1.0,1.0,6.0,2.0,0.0,10,Lesiones dolosas por disparo de arma de fuego,1,1.0,0.0,1.0,2020,09008,La Magdalena Contreras
32.0,12.0,71.0,79.0,86.0,6.0,8.860759493670885,166.66666666666669,-31.57894736842105,62.5,-31.57894736842105,8338.853834462774,0.16004464285714287,0.0018965210915675434,6.0,2.0,6.0,2.0,5.0,6.0,4.0,19.0,11,Robo a transeúnte en vía pública,1,19.0,13.0,8.0,2019,09008,La Magdalena Contreras
165.0,,71.0,79.0,86.0,6.0,8.860759493670885,,-26.31578947368421,7.6923076923076925,40.0,8338.853834462774,0.16004464285714287,0.0018965210915675434,0.0,2.0,6.0,6.0,5.0,6.0,4.0,19.0,11,Robo a transeúnte en vía pública,1,10.0,14.0,13.0,2020,09008,La Magdalena Contreras
5.0,1.0,8.0,13.0,18.0,5.0,38.46153846153847,400.0,-33.33333333333333,100.0,-33.33333333333333,-132.14285714285714,0.07142857142857142,-0.2222222222222222,5.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,12,Robo a repartidor,1,3.0,2.0,1.0,2019,09008,La Magdalena Contreras
28.0,,8.0,13.0,18.0,5.0,38.46153846153847,,-33.33333333333333,0.0,-50.0,-132.14285714285714,0.07142857142857142,-0.2222222222222222,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,12,Robo a repartidor,1,4.0,2.0,2.0,2020,09008,La Magdalena Contreras
16.0,4.0,28.0,45.0,26.0,2.0,-42.22222222222222,300.0,66.66666666666666,400.0,66.66666666666666,-115.23172569706104,-0.0802083333333333,0.5265873015873016,6.0,6.0,5.0,6.0,2.0,2.0,6.0,6.0,13,Robo a negocio con violencia,1,6.0,10.0,2.0,2019,09008,La Magdalena Contreras
89.0,,28.0,45.0,26.0,2.0,-42.22222222222222,,33.33333333333333,-20.0,-33.33333333333333,-115.23172569706104,-0.0802083333333333,0.5265873015873016,0.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,13,Robo a negocio con violencia,1,12.0,8.0,10.0,2020,09008,La Magdalena Contreras
0.0,1.0,2.0,3.0,2.0,2.0,-33.33333333333333,-100.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15,Robo a cuentahabiente,1,0.0,0.0,0.0,2019,09008,La Magdalena Contreras
5.0,,2.0,3.0,2.0,2.0,-33.33333333333333,,100.0,100.0,100.0,-0.0,-1.0,-1.0,0.0,6.0,6.0,6.0,0.0,1.0,1.0,0.0,15,Robo a cuentahabiente,1,0.0,1.0,0.0,2020,09008,La Magdalena Contreras
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Robo a transportista,1,0.0,0.0,0.0,2019,09008,La Magdalena Contreras
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Robo a transportista,1,0.0,0.0,0.0,2020,09008,La Magdalena Contreras
1.0,0.0,8.0,12.0,13.0,6.0,8.333333333333332,100.0,100.0,100.0,100.0,330.0,0.23888888888888893,0.055555555555555566,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,17,Robo a conductor/pasajero de vehículo,1,0.0,1.0,0.0,2019,09008,La Magdalena Contreras
25.0,,8.0,12.0,13.0,6.0,8.333333333333332,,500.0,400.0,400.0,330.0,0.23888888888888893,0.055555555555555566,0.0,5.0,5.0,5.0,6.0,6.0,4.0,0.0,17,Robo a conductor/pasajero de vehículo,1,1.0,5.0,1.0,2020,09008,La Magdalena Contreras
103.0,46.0,274.0,348.0,312.0,2.0,-10.344827586206897,123.91304347826086,28.888888888888886,141.66666666666669,28.888888888888886,-135.97601879047252,-0.014922538219696801,0.04147912615513954,6.0,6.0,6.0,6.0,1.0,3.0,4.0,45.0,19,Total delitos alto impacto,1,45.0,58.0,24.0,2019,09008,La Magdalena Contreras
658.0,,274.0,348.0,312.0,2.0,-10.344827586206897,,22.22222222222222,-5.172413793103448,1.8518518518518516,-135.97601879047252,-0.014922538219696801,0.04147912615513954,0.0,6.0,3.0,6.0,1.0,3.0,4.0,45.0,19,Total delitos alto impacto,1,54.0,55.0,58.0,2020,09008,La Magdalena Contreras
