name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
"Alojamiento independiente, cómodo y funcional",362654067,Amelka,Venustiano Carranza,19.41871,-99.08717,Entire home/apt,990,2,1,2020-10-03,1.0,1,180,71.0,43.0,3.0,34.0,113.0,58.0,16.0,78.0,32.0,28.0,93.0,99.0,523.0,7.0,90.0,231.0,1403.0,174.0
Cómoda Recámara Privada. A 3km Aeropuerto,71889167,Alejandrina,Venustiano Carranza,19.43094,-99.10365,Private room,350,1,1,2020-10-15,1.0,4,177,71.0,43.0,3.0,34.0,113.0,58.0,16.0,78.0,32.0,28.0,93.0,99.0,523.0,7.0,90.0,231.0,1403.0,174.0
Depto. privado Aeropuerto/ Flat close to Airport,192778392,Leticia,Venustiano Carranza,19.43497,-99.08682,Entire home/apt,545,1,1,2020-10-25,1.0,10,358,71.0,43.0,3.0,34.0,113.0,58.0,16.0,78.0,32.0,28.0,93.0,99.0,523.0,7.0,90.0,231.0,1403.0,174.0
El Estudio de Cocó,369760416,Carmen,Venustiano Carranza,19.42111,-99.10442,Entire home/apt,463,1,4,2020-10-25,4.0,1,265,71.0,43.0,3.0,34.0,113.0,58.0,16.0,78.0,32.0,28.0,93.0,99.0,523.0,7.0,90.0,231.0,1403.0,174.0
Departamento entero cerca del aeropuerto,192778392,Leticia,Venustiano Carranza,19.43541,-99.08213,Entire home/apt,545,1,3,2020-10-24,3.0,10,358,71.0,43.0,3.0,34.0,113.0,58.0,16.0,78.0,32.0,28.0,93.0,99.0,523.0,7.0,90.0,231.0,1403.0,174.0
Apartment close to the Basílica.,1849414,Omar,Gustavo A. Madero,19.48311,-99.11389,Private room,419,3,6,2016-06-01,0.07,1,24,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Ap-2/Ideal for students in exchange,17262191,Alejandro,Gustavo A. Madero,19.51723,-99.15677,Private room,620,1,1,2016-09-04,0.02,2,365,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Ideal for students in echange /D.F.,17262191,Alejandro,Gustavo A. Madero,19.5151,-99.15758,Private room,620,1,4,2019-02-09,0.07,2,365,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Private room near to subway station,13748673,Rox,Gustavo A. Madero,19.48834,-99.13721,Private room,210,2,2,2019-12-30,0.19,1,85,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Depto cercano a Basílica de Gpe.,52967625,Sandra,Gustavo A. Madero,19.49074,-99.11074,Entire home/apt,336,3,10,2020-02-20,0.2,1,364,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
OUR LADY OF GUADALUPE ROOMS,54356906,Monica,Gustavo A. Madero,19.47078,-99.11777,Private room,629,1,1,2016-12-11,0.02,2,364,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Colorido cuarto cerca del aeropuerto (15 min T1),70696964,Alejandra,Gustavo A. Madero,19.45538,-99.06461,Private room,315,1,307,2020-09-02,5.39,3,362,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
DEPA NUEVO Cerca del AEROPUERTO  1-6PERSON/CDMX,61169043,Roberto,Gustavo A. Madero,19.45585,-99.09766,Entire home/apt,395,1,66,2019-09-29,1.24,1,87,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Cozy apartment in Mexico City - North,64260929,Bernardo,Gustavo A. Madero,19.50779,-99.15422,Entire home/apt,599,4,41,2020-10-02,0.75,1,51,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Residencia Lindavista 1,7307520,Jose Jaime,Gustavo A. Madero,19.48741,-99.12743,Private room,210,1,39,2020-08-17,0.73,10,362,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Feel like home in this cosy apartment,80691901,Maru,Gustavo A. Madero,19.4971,-99.13111,Private room,230,1,13,2020-02-14,0.27,1,87,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
"Room, Near the airport (15 min-T1) -2-",70696964,Alejandra,Gustavo A. Madero,19.45554,-99.06324,Private room,357,1,138,2020-09-13,3.53,3,357,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
10 min from Airport plus private bathroom,29980120,Graciela,Gustavo A. Madero,19.48023,-99.09264,Private room,294,1,11,2019-07-31,0.22,2,24,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Habitación con baño privado cerca de Aeropuerto,90822265,Marcos E Isela,Gustavo A. Madero,19.46132,-99.08949,Private room,270,1,94,2018-12-23,1.93,1,180,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Depto. Independiente a un costado del aeropuerto,65145153,Oscar David,Gustavo A. Madero,19.45015,-99.06922,Entire home/apt,493,1,195,2020-10-09,5.34,1,53,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
APARTEMENT,96088267,Ana,Gustavo A. Madero,19.5211,-99.12029,Private room,398,1,4,2020-09-27,0.1,1,179,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Basílica: Beautiful room with private bathroom,109633706,Laura,Gustavo A. Madero,19.47962,-99.12377,Private room,514,1,18,2020-03-02,0.39,1,357,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Recámara cerca del aeropuerto CDMX...,69469055,Carmina,Gustavo A. Madero,19.45222,-99.09183,Shared room,315,1,12,2019-12-02,0.26,1,1,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Room economic/ best location,44341981,Mauricio,Gustavo A. Madero,19.48933,-99.1274,Private room,300,1,1,2018-10-25,0.04,1,88,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
"Habitación privada, a 5 min AICM.",114222918,Luis,Gustavo A. Madero,19.46188,-99.09389,Private room,210,1,4,2019-12-01,0.09,1,48,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Bonito departamento cerca del aeropuerto,118701240,Elena,Gustavo A. Madero,19.45996,-99.09327,Entire home/apt,379,1,104,2020-08-16,2.35,1,53,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
COMODO DEPARTAMENTO PARA ESTUDIANTES Y TURISTAS,122732154,Mario Stefan,Gustavo A. Madero,19.47848,-99.13248,Private room,400,3,7,2019-04-23,0.26,1,363,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Moderna habitación 5 min aeropuerto,117790911,Gala,Gustavo A. Madero,19.45359,-99.08278,Private room,250,2,52,2020-03-08,1.25,4,89,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Nice room very near the airport,117790911,Gala,Gustavo A. Madero,19.45199,-99.08218,Private room,300,1,28,2020-01-19,0.66,4,90,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Chill place,129916041,Chris,Gustavo A. Madero,19.47066,-99.0704,Private room,380,1,2,2018-01-20,0.05,1,364,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Lovely Room in Lindavista :),109386569,Aritzel Y José Luis,Gustavo A. Madero,19.48683,-99.14307,Private room,499,1,84,2019-09-22,2.04,2,111,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
10 min from Airport and shared bathroom,29980120,Graciela,Gustavo A. Madero,19.48057,-99.09145,Private room,210,2,4,2019-02-25,0.1,2,24,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
DEPARTMENT VERY GOOD LOCATION! (50 MB connection).,52107717,Fernando,Gustavo A. Madero,19.48968,-99.12618,Entire home/apt,770,15,55,2020-03-03,1.38,1,365,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Recámara amueblada con todos los servicios,139650272,Mara,Gustavo A. Madero,19.47267,-99.14187,Private room,216,1,1,2017-07-16,0.03,1,303,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Habitación cerca de Plaza Tepeyac,140608242,Gerardo,Gustavo A. Madero,19.47101,-99.11294,Private room,350,1,4,2018-10-28,0.1,1,364,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
comodo cuarto,108752775,Victor Manuel,Gustavo A. Madero,19.52447,-99.15715,Private room,1400,1,2,2017-10-25,0.05,1,365,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Cozy bedroom in a traditional mexican home.,142524909,Margarita,Gustavo A. Madero,19.46995,-99.09325,Private room,300,1,17,2019-07-14,0.48,1,268,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Apartamento en Zona Norte Lindavista,145583910,Mary,Gustavo A. Madero,19.51032,-99.1445,Entire home/apt,643,1,75,2020-08-28,1.96,1,259,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
"Departamento privado, limpio y acogedor",150345756,Saide,Gustavo A. Madero,19.47028,-99.10027,Entire home/apt,350,1,3,2018-03-15,0.08,1,209,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
"Casa CDMX,  placer o negocios, tranquilidad.",199017,Ruben Carlos,Gustavo A. Madero,19.50816,-99.14537,Shared room,1990,2,5,2018-10-05,0.16,1,90,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Sunny terrace apartment,130445565,Erika,Gustavo A. Madero,19.4513,-99.06566,Entire home/apt,942,1,78,2020-03-25,2.14,2,364,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
"Habitación privada, cerca del CINVESTAV / IPN (EN)",71172221,Stephany,Gustavo A. Madero,19.50201,-99.12323,Private room,350,1,52,2020-04-03,1.73,1,173,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
LA BUENA ESTANCIA,149624832,Fernando,Gustavo A. Madero,19.49181,-99.13827,Private room,270,1,17,2019-09-22,0.47,12,365,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Cómodo estudio en zona norte Ciudad de Mexico,51589083,Hector,Gustavo A. Madero,19.4861,-99.14844,Entire home/apt,491,2,63,2020-10-01,2.24,1,347,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Hermosa Casa Colonial Mexicana Confortable.,158781769,Ángel,Gustavo A. Madero,19.47708,-99.11631,Entire home/apt,800,2,10,2019-04-20,0.3,2,340,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Perfect for layover near international airport,161164131,"Ruth, Rebeca Y Alejandro",Gustavo A. Madero,19.45253,-99.07517,Private room,315,1,258,2020-09-17,7.32,1,180,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Departamento a 10 minutos del Aeropuerto,82166441,Sergio,Gustavo A. Madero,19.45239,-99.10385,Entire home/apt,399,1,46,2020-03-16,1.36,1,179,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Room with private bathroom 10m Airp,130445565,Erika,Gustavo A. Madero,19.45031,-99.06653,Private room,471,1,119,2020-03-16,3.38,2,346,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
Habitación en departamento  con estudiantes de IPN,161912168,Roberto,Gustavo A. Madero,19.503,-99.15528,Private room,210,2,10,2019-12-13,0.36,1,179,119.0,97.0,38.0,36.0,283.0,106.0,33.0,160.0,45.0,32.0,34.0,179.0,646.0,15.0,370.0,498.0,2380.0,427.0
