name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
Downtown apartment in luxury complex - 3N 602,3919211,Víctor,Cuauhtémoc,19.43432,-99.14584,Entire home/apt,671,2,38,2020-09-26,2.05,25,82,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Pequeño y acogedor mini apartamento N•8,250588078,Alejandro,Cuauhtémoc,19.41992,-99.17271,Entire home/apt,459,2,81,2020-10-11,4.34,4,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cdmx Top-Rated PENTHOUSE in La Condesa,8905097,★TheLocalApple★,Cuauhtémoc,19.41252,-99.17681,Entire home/apt,1879,3,19,2020-06-08,1.01,11,353,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Cuauhtémoc,19.41577,-99.16515,Private room,8350,10,1,2019-06-21,0.06,7,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Cuauhtémoc,19.41425,-99.16296,Private room,8350,10,1,2019-04-13,0.05,7,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Cuauhtémoc,19.41581,-99.1636,Private room,8350,10,3,2020-07-31,0.18,7,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Cuauhtémoc,19.41427,-99.16298,Private room,8350,10,1,2019-05-06,0.06,7,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Cuauhtémoc,19.41619,-99.16454,Hotel room,8350,10,1,2019-04-22,0.05,7,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Penthouse Studio & Terrace in WickedWonderful Roma,135032399,Alan,Cuauhtémoc,19.42102,-99.17226,Entire home/apt,960,4,6,2020-03-15,0.58,1,84,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing apartment in the heart of the City,157210716,Almudena,Cuauhtémoc,19.42325,-99.16981,Entire home/apt,1800,2,5,2020-09-01,0.29,1,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
HotSpot en la milla de oro de la CDMX,160176844,Javier J,Cuauhtémoc,19.42903,-99.16104,Entire home/apt,5000,30,1,2019-04-21,0.05,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
La cómoda condesa de Miravalle,82125851,Kristina,Cuauhtémoc,19.41209,-99.17461,Private room,1500,1,16,2020-03-15,0.89,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Casa Koi,trendy zone next to Parque España Condesa",45727359,Claudia,Cuauhtémoc,19.41624,-99.17056,Private room,480,2,31,2020-08-05,1.67,1,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Recamara,253886899,Veronica,Cuauhtémoc,19.40657,-99.16837,Private room,250,3,2,2019-07-09,0.11,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy chic apartment in the heart of La Roma,2623331,Daniel,Cuauhtémoc,19.41909,-99.17227,Entire home/apt,1169,3,16,2019-10-17,0.88,1,359,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
CASA TORRUCO GUZMAN CDMX,15489878,Adrian,Cuauhtémoc,19.43332,-99.14969,Entire home/apt,1258,2,6,2019-11-17,0.33,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Real, cozy and friendly apt. in the heart of Roma",20812069,Mauricio,Cuauhtémoc,19.42101,-99.16196,Private room,543,1,57,2020-03-13,3.1,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Cómoda Recámara, amplia y pacifica.",141251684,Homero,Cuauhtémoc,19.41615,-99.17379,Private room,420,2,19,2020-03-24,1.03,2,180,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Stunning Location!!! Reforma Roma Condesa Polanco,26684376,Horacio,Cuauhtémoc,19.43303,-99.16695,Entire home/apt,843,2,41,2020-03-21,2.26,1,82,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
BDR downtown in Juarez Reforma. Private bathroom,33118687,Fer,Cuauhtémoc,19.42899,-99.15561,Private room,499,2,25,2020-03-20,1.38,1,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Savor City Views over Breakfast at a Bold, Bohemian Escape",127433321,Norma,Cuauhtémoc,19.43802,-99.16209,Entire home/apt,990,30,65,2020-09-12,3.54,4,188,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Santa María la Ribera 
apartamento 1 recámara",63381352,Edmundo,Cuauhtémoc,19.45004,-99.15891,Private room,250,2,2,2019-12-01,0.12,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Your home in the heart o Historic Roma Norte!! D5.,72299629,Sebastián,Cuauhtémoc,19.41655,-99.16374,Entire home/apt,1002,2,59,2020-10-14,3.5,2,91,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
ELEGANT 1 BED/1 BATH ON AMSTERDAM AV.,48259354,Luis,Cuauhtémoc,19.40903,-99.17185,Entire home/apt,1468,1,19,2020-03-20,1.04,27,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Serenity room  condesa - CDMX,121081895,Alfonso,Cuauhtémoc,19.41164,-99.16934,Private room,480,1,9,2020-02-22,0.52,2,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Premier Apartment Downtown 4 Guests with AC 1604,42700394,"Hugo Brauer Apartments,",Cuauhtémoc,19.43511,-99.14437,Entire home/apt,904,1,10,2020-09-21,0.54,35,362,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
SERENE 2BED/1BATH APART. ON CONDESA,48259354,Luis,Cuauhtémoc,19.409370000000006,-99.17191,Entire home/apt,1420,2,27,2020-10-11,1.47,27,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación Centríca CDMX,252928521,Rikkiss,Cuauhtémoc,19.44504,-99.13589,Private room,249,2,8,2019-12-02,0.62,1,330,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento Centro Histórico  NUEVO !!!!!,244193620,Rita,Cuauhtémoc,19.4313,-99.14358,Entire home/apt,1143,1,44,2020-10-04,2.37,1,167,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Historic Center Room, La Merced, Mexico City",248759654,Alex,Cuauhtémoc,19.4244,-99.12881,Private room,475,2,14,2020-03-16,0.84,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"King Size, sencilla y en la mejor ubicación...",157708813,Dulce,Cuauhtémoc,19.42256,-99.15178,Private room,355,2,5,2019-12-16,0.27,3,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Hermoso Cuarto Condesa. Para una o dos personas.,96151060,Sandra,Cuauhtémoc,19.41013,-99.17827,Private room,600,1,8,2020-02-23,0.43,1,316,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private Room in a Smart Apartment in Trendy La Condesa,3671870,Debbie,Cuauhtémoc,19.41181,-99.17196,Private room,614,1,60,2020-10-22,3.21,3,176,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Roma's Loft 604,32789732,Gabriel,Cuauhtémoc,19.422220000000006,-99.15294,Entire home/apt,901,4,34,2020-09-27,1.9,3,306,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Bella habitación en el centro de la ciudad,183355903,Karla,Cuauhtémoc,19.4302,-99.14512,Private room,650,3,1,2019-07-24,0.06,4,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Experience Mexico City from a higher perspective,40104279,Adrian,Cuauhtémoc,19.42125,-99.16577,Entire home/apt,3492,1,58,2020-09-21,3.3,1,347,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
.:COZY NICE ROOM ZONA ROSA/EMBAJADA S,66387078,Iker Y Riko,Cuauhtémoc,19.43071,-99.16396,Private room,339,1,30,2020-03-19,1.6,22,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Habitación amplia, terraza y jacuzzi priv Col Roma",47491708,Rafa,Cuauhtémoc,19.41639,-99.1614,Private room,965,2,35,2020-03-13,1.87,1,151,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
.Little ROOM Zona Rosa Embajada XV,66387078,Iker Y Riko,Cuauhtémoc,19.43071,-99.16396,Private room,212,1,26,2020-03-13,1.41,22,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Fantastic smart site 5 min from main sites in CDMX,255253880,Hugo Alberto,Cuauhtémoc,19.4064,-99.13518,Entire home/apt,2901,1,6,2019-11-18,0.33,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
SU HABITACIÓN EN EL CENTRO HISTÓRICO.  BAÑO PROPIO,127233194,Carlos,Cuauhtémoc,19.43665,-99.13564,Private room,248,1,93,2020-10-15,4.97,9,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Serenity room condesa Individual,121081895,Alfonso,Cuauhtémoc,19.41137,-99.1686,Private room,380,1,17,2020-03-16,1.05,2,23,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing location & View CIBELES 1BR,230514702,Keybnb Basic Homes,Cuauhtémoc,19.41963,-99.16588,Entire home/apt,1050,5,26,2020-10-06,1.5,12,88,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice room in front of Roma Norte,171829234,Alexia,Cuauhtémoc,19.42543,-99.15258,Private room,250,2,1,2020-02-03,0.11,1,87,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
TU HABITACIÓN EN EL CENTRO HISTÓRICO/BAÑO PROPIO.,127233194,Carlos,Cuauhtémoc,19.43725,-99.13649,Private room,256,1,71,2020-10-13,3.82,9,350,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
RECAMARA EN EL CENTRO HISTORICO / CON BAÑO,127233194,Carlos,Cuauhtémoc,19.43725,-99.13649,Private room,248,1,76,2020-10-03,4.05,9,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Condechi Roma,55953768,Alvaro,Cuauhtémoc,19.40863,-99.16818,Entire home/apt,625,3,41,2020-09-03,2.2,1,74,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Confortable habitación para una o dos personas,120991330,Laura,Cuauhtémoc,19.45512,-99.14061,Private room,350,1,13,2020-03-15,0.71,3,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación céntrica,248471999,Tere,Cuauhtémoc,19.45091,-99.15513,Private room,600,1,1,2019-04-28,0.05,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private room at / Habitación privada en Morado,255850177,César,Cuauhtémoc,19.42946,-99.14623,Private room,230,2,50,2020-03-15,2.73,2,239,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Incredible Flat near Reforma, 100 mbps Wi-Fi!",17179386,Ricardo,Cuauhtémoc,19.43757,-99.16217,Entire home/apt,770,1,31,2020-10-19,1.94,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Condesa-Roma:  El corazón CDMX. Loft completo.,255898989,Edgar Gerardo,Cuauhtémoc,19.41974,-99.16341,Entire home/apt,750,30,18,2020-03-02,1.02,1,267,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Apartamento céntrico en la Juarez,71601781,Omar,Cuauhtémoc,19.42718,-99.15295,Entire home/apt,699,30,5,2020-03-17,0.29,1,88,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento en Centro Histórico de la CDMX,61085781,Rodrigo,Cuauhtémoc,19.43869,-99.13454,Entire home/apt,734,1,44,2020-10-12,2.37,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento Céntrico muy seguro y cómodo.,98771778,Angel,Cuauhtémoc,19.44957,-99.13988,Entire home/apt,500,3,2,2019-10-22,0.14,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Full Apartment near to Reforma,31219346,Albert,Cuauhtémoc,19.4314,-99.16841,Entire home/apt,780,2,5,2020-01-04,0.29,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Apartment excellent location ⭐️,59377821,Valeria,Cuauhtémoc,19.42248,-99.15942,Entire home/apt,874,1,97,2020-09-27,5.2,1,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private bedroom in beautiful Roma Norte apartment,1940728,Joanna,Cuauhtémoc,19.41184,-99.15924,Private room,1800,3,1,2019-05-15,0.06,1,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Muy cerca de Circuito y Reforma, depto. iluminado.",7632571,Zuri,Cuauhtémoc,19.43757,-99.16779,Entire home/apt,850,25,6,2020-03-19,0.32,7,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful Duplex perfect Location,91265490,HOMi,Cuauhtémoc,19.43358,-99.16929,Entire home/apt,743,1,111,2020-10-11,6.4,108,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful Duplex perfect Location,91265490,HOMi,Cuauhtémoc,19.43218,-99.16811,Entire home/apt,757,1,89,2020-10-22,5.09,108,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful Duplex perfect Location,91265490,HOMi,Cuauhtémoc,19.43371,-99.16915,Entire home/apt,760,1,104,2020-10-02,5.99,108,361,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Linda recámara, bien iluminada para 3 personas",141251684,Homero,Cuauhtémoc,19.41538,-99.17355,Private room,420,2,4,2019-09-09,0.24,2,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Condesa “Chic & Cozy  Apart-Red”,107910740,Margarita,Cuauhtémoc,19.40479,-99.17184,Entire home/apt,785,2,10,2020-10-09,0.54,2,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
.:BEAUTY COZY ROOM ZONA ROSA EMBAJADA US X,66387078,Iker Y Riko,Cuauhtémoc,19.43071,-99.16396,Private room,339,1,28,2020-09-27,1.54,22,82,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
2BR/2BA Roma Nte renovated apt 1 block La Condesa,7838265,Ernesto,Cuauhtémoc,19.413870000000006,-99.16584,Entire home/apt,1360,7,6,2020-10-11,0.41,9,63,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Savor Condesa and Roma vibe from a charming refuge,55981868,Pedro,Cuauhtémoc,19.41648,-99.16832,Entire home/apt,1509,2,52,2020-09-20,2.86,5,295,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación luminosa con baño privado muy centrico,135939267,Margarita R,Cuauhtémoc,19.43417,-99.16773,Private room,500,1,2,2019-05-08,0.11,2,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Unbeatably located PH, amazing view!!",54531932,Ana Fernanda,Cuauhtémoc,19.43546,-99.14581,Entire home/apt,1771,2,27,2020-07-26,1.58,3,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
La Romita apartment in the heart of Roma Norte,72945136,Mónica,Cuauhtémoc,19.42434,-99.15571,Entire home/apt,632,2,32,2020-08-23,1.86,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Lovely small loft!!,247359562,Vianey,Cuauhtémoc,19.40715,-99.16137,Entire home/apt,489,1,87,2020-10-18,4.7,1,178,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Suite San Simón """"""""OMI"""""""" (1)",99100893,Omar,Cuauhtémoc,19.45706,-99.13948,Entire home/apt,680,2,3,2019-10-21,0.17,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento-parking Atlixco.,188753676,Carlos,Cuauhtémoc,19.4138,-99.17263,Entire home/apt,999,1,86,2020-07-26,4.64,6,117,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación por Ave Reforma. De negocios o placer?!,256696953,Nancy,Cuauhtémoc,19.45225,-99.13281,Private room,357,1,4,2019-11-18,0.27,1,240,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Bright, warm and spacious Condesa 3 room apartment",3333511,Franco,Cuauhtémoc,19.41815,-99.17734,Entire home/apt,1800,1,78,2020-10-05,4.22,2,69,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
hab 5. disfruta la condesa,80157415,Luz,Cuauhtémoc,19.41885,-99.16969,Private room,292,1,63,2020-10-11,3.41,4,361,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
..:Beauty Room Zona Rosa US Embassy I,66387078,Iker Y Riko,Cuauhtémoc,19.43071,-99.16396,Private room,389,1,52,2020-03-16,2.85,22,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Residencial Márquez 2,200835498,Yolanda,Cuauhtémoc,19.42993,-99.14822,Entire home/apt,450,1,29,2020-03-01,1.57,6,268,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Magic & Hip, 2br/2bath apartment - ❤ of Condesa",4296667,Jackie,Cuauhtémoc,19.40966,-99.17147,Entire home/apt,1280,2,59,2020-10-11,3.27,21,326,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Explore Mexico City From a Stunning La Condesa Home,46248409,Ale,Cuauhtémoc,19.40949,-99.17685,Entire home/apt,2600,1,68,2020-04-15,3.69,2,319,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"W&G Downtown Apartment - El Centro, departamento",101123331,Cuauhtémoc,Cuauhtémoc,19.43225,-99.14959,Entire home/apt,990,1,27,2020-01-09,1.76,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
La Esperanza,30780773,Monica,Cuauhtémoc,19.40749,-99.16883,Entire home/apt,1500,2,4,2019-08-04,0.24,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Chic Penthouse in Roma Norte with Amazing Views,246632734,Byron,Cuauhtémoc,19.41704,-99.15463,Entire home/apt,947,2,54,2020-10-13,2.95,3,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
CHIC and cozy apartment,167589551,Tania,Cuauhtémoc,19.41887,-99.16418,Entire home/apt,750,2,9,2020-03-07,0.7,1,113,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
En el corazón del Centro Histórico,197321589,Gris,Cuauhtémoc,19.43669,-99.1387,Private room,280,3,42,2020-10-11,3.82,1,161,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Lovely place in the best neighborhood / Roma Norte,248319170,Mónica,Cuauhtémoc,19.41643,-99.15925,Entire home/apt,1614,1,5,2020-03-31,0.43,2,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing apartment in Roma Sur,3126571,Andrea,Cuauhtémoc,19.40394,-99.166,Entire home/apt,1782,20,3,2020-03-22,0.27,2,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Sunny happy apartment in Hipodromo Condesa,20991931,Claudia,Cuauhtémoc,19.40899,-99.17685,Entire home/apt,835,7,4,2020-04-17,0.23,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amplia y linda habitación en la Col. Roma,243773473,Arturo,Cuauhtémoc,19.40785,-99.16129,Private room,359,20,1,2019-12-14,0.09,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Clean, fresh and Nice room",170110545,Ana,Cuauhtémoc,19.451220000000006,-99.14571,Private room,231,8,7,2020-03-08,0.4,4,113,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
